allergensId,subsetId,allergenType
111114001,32824001,Drug Class
111115000,21847005,Drug
111116004,21847005,Drug
111118003,763805006,Drug Class
111119006,764146007,Drug Class
111122008,771452004,Drug Class
111123003,404642006,Drug Class
111124009,372798009,Drug Class
111125005,767621000,Drug Class
111132001,111132001,Drug
111133006,300961004,Drug Class
111134000,111134000,Drug Ingredient
111135004,373477003,Drug Class
111136003,111136003,Drug Ingredient
111143009,372800002,Drug Class
111158001,426722004,Drug Class
112050007,387033008,Drug Ingredient
112116001,304275008,Drug Class
112121003,87708000,Drug
112133008,112133008,Drug Class
112134002,112133008,Drug Class
112135001,112133008,Drug Class
112136000,112133008,Drug Class
112204003,23295004,Drug Ingredient
112205002,23295004,Drug Ingredient
112206001,23295004,Drug Ingredient
112207005,23295004,Drug Ingredient
113361004,113361004,Drug
115322005,709162006,Environmental
115323000,709162006,Environmental
115324006,709162006,Environmental
115325007,709162006,Environmental
115342001,304275008,Drug Class
115493009,304275008,Drug Class
115496001,18220004,Drug Class
115497005,18220004,Drug Class
115502007,1052201004,Drug Class
115503002,18220004,Drug Class
115557009,372664007,Drug Class
115558004,372664007,Drug Class
115559007,372664007,Drug Class
115562005,372576002,Drug Class
115580001,304275008,Drug Class
115582009,767407009,Drug Ingredient
115587003,35098001,Drug Class
115589000,115589000,Drug Ingredient
115599005,259296007,Drug
115618006,79522001,Drug Class
115619003,79522001,Drug Class
116070003,1052201004,Drug Class
116090007,373227004,Drug Class
116094003,30178006,Drug
116096001,767407009,Drug Ingredient
116097005,767407009,Drug Ingredient
116098000,123682001,Drug Class
116108007,372540003,Drug Class
116119005,767403008,Chemical
116120004,259296007,Drug
116123002,767403008,Chemical
116126005,31539008,Drug Ingredient
116128006,31539008,Drug Ingredient
116130008,387147005,Drug Ingredient
116182005,23295004,Drug Ingredient
116202001,50863008,Drug Ingredient
116203006,50863008,Drug Ingredient
116252005,767407009,Drug Ingredient
116347002,372722000,Drug Class
116348007,372622007,Drug Class
116352007,404642006,Drug Class
116509006,35098001,Drug Class
116510001,372525000,Drug Class
116516007,116516007,Drug
116521005,373225007,Drug Class
116522003,373225007,Drug Class
116528004,372800002,Drug Class
116529007,372800002,Drug Class
116542007,372722000,Drug Class
116543002,372722000,Drug Class
116546005,116546005,Drug
116551004,373248002,Drug Class
116562004,372656001,Drug Class
116563009,373253007,Drug Class
116572001,304275008,Drug Class
116573006,304275008,Drug Class
116575004,304275008,Drug Class
116579005,304275008,Drug Class
116580008,304275008,Drug Class
116587006,304275008,Drug Class
116594009,116594009,Drug Ingredient
116595005,304275008,Drug Class
116597002,304275008,Drug Class
116598007,304275008,Drug Class
116599004,304275008,Drug Class
116600001,304275008,Drug Class
116603004,304275008,Drug Class
116604005,304275008,Drug Class
116605006,304275008,Drug Class
116617008,304275008,Drug Class
116630009,304275008,Drug Class
116652000,304275008,Drug Class
116653005,304275008,Drug Class
116727007,372665008,Drug Class
116728002,387286002,Drug Ingredient
116776001,87708000,Drug
116777005,87708000,Drug
116778000,87708000,Drug
116917006,26351002,Drug Class
116934003,30178006,Drug
116957009,226916002,Food
117060005,372622007,Drug Class
117147001,764146007,Drug Class
117152006,372806008,Drug Class
117153001,372664007,Drug Class
117155008,373700004,Drug Class
117158005,372664007,Drug Class
117159002,372664007,Drug Class
117160007,372664007,Drug Class
117177007,372711004,Drug Class
117178002,372665008,Drug Class
117180008,372798009,Drug Class
117181007,372798009,Drug Class
117448002,373307003,Drug Ingredient
117492000,304275008,Drug Class
117493005,372664007,Drug Class
117633004,226916002,Food
117635006,767407009,Drug Ingredient
118290009,404642006,Drug Class
120619002,304275008,Drug Class
121012000,709162006,Environmental
123010001,372664007,Drug Class
123578005,21847005,Drug
123579002,767621000,Drug Class
123582007,123582007,Drug Ingredient
123682001,123682001,Drug Class
125691000,373254001,Drug Class
125705007,767403008,Chemical
125707004,373288007,Drug Class
125709001,35098001,Drug Class
125710006,372665008,Drug Class
126072007,32824001,Drug Class
126074008,32824001,Drug Class
126075009,32824001,Drug Class
126076005,126076005,Drug Ingredient
126077001,126076005,Drug Ingredient
126078006,126076005,Drug Ingredient
126079003,126076005,Drug Ingredient
126080000,126076005,Drug Ingredient
126084009,1052201004,Drug Class
126085005,304275008,Drug Class
126092000,773603001,Drug Class
126094004,773603001,Drug Class
126099009,1052201004,Drug Class
126105006,773603001,Drug Class
126107003,773603001,Drug Class
126111009,773603001,Drug Class
126112002,773603001,Drug Class
126114001,773603001,Drug Class
126115000,773603001,Drug Class
126116004,304275008,Drug Class
126117008,304275008,Drug Class
126118003,773603001,Drug Class
126131008,771384007,Drug Class
126132001,372679000,Drug Class
126134000,372622007,Drug Class
126148000,372633005,Drug Class
126150008,304275008,Drug Class
126152000,373254001,Drug Class
126154004,372816000,Drug Class
126169003,1052201004,Drug Class
126174006,1052201004,Drug Class
126183001,1052201004,Drug Class
126184007,1052201004,Drug Class
126202002,126202002,Drug Ingredient
126204001,18220004,Drug Class
126223008,103069003,Drug
126224002,103069003,Drug
126227009,103069003,Drug
126228004,103069003,Drug
126229007,103069003,Drug
126237004,87708000,Drug
126238009,65183007,Drug Class
126239001,65183007,Drug Class
127381003,1052201004,Drug Class
127382005,304275008,Drug Class
127384006,127384006,Drug Ingredient
129478004,108405004,Drug Class
129482002,771384007,Drug Class
129488003,372913009,Drug Class
129489006,372525000,Drug Class
129490002,373227004,Drug Class
130206000,387033008,Drug Ingredient
130498006,416394007,Drug Ingredient
130626008,25525005,Drug Class
130662009,387219000,Drug Ingredient
130663004,387219000,Drug Ingredient
224763009,21847005,Drug
226017009,13577000,Food
226018004,53527002,Food
226019007,53527002,Food
226021002,102263004,Food
226022009,102263004,Food
226023004,255620007,Food
226024005,255620007,Food
226025006,53527002,Food
226031009,53527002,Food
226036004,53527002,Food
226037008,255620007,Food
226038003,53527002,Food
226040008,53527002,Food
226041007,255620007,Food
226046002,255620007,Food
226047006,53527002,Food
226053006,53527002,Food
226054000,53527002,Food
226057007,53527002,Food
226061001,226061001,Drug Ingredient
226062008,13577000,Food
226064009,53527002,Food
226365003,226365003,Drug
226368001,226365003,Drug
226470006,29263009,Drug Ingredient
226471005,29263009,Drug Ingredient
226472003,29263009,Drug Ingredient
226473008,29263009,Drug Ingredient
226491003,735215001,Food
226492005,256317002,Drug Ingredient
226493000,102259006,Drug Ingredient
226495007,102259006,Drug Ingredient
226496008,256306003,Food
226497004,256313003,
226498009,734881000,Food
226500005,53527002,Food
226501009,53527002,Food
226502002,53527002,Food
226503007,53527002,Food
226504001,53527002,Food
226505000,53527002,Food
226506004,53527002,Food
226507008,53527002,Food
226508003,53527002,Food
226509006,53527002,Food
226510001,53527002,Food
226511002,53527002,Food
226512009,53527002,Food
226513004,53527002,Food
226514005,53527002,Food
226515006,53527002,Food
226516007,53527002,Food
226517003,53527002,Food
226518008,53527002,Food
226519000,53527002,Food
226520006,53527002,Food
226521005,53527002,Food
226522003,53527002,Food
226523008,53527002,Food
226524002,53527002,Food
226525001,53527002,Food
226526000,53527002,Food
226527009,53527002,Food
226528004,53527002,Food
226529007,255620007,Food
226530002,255620007,Food
226531003,255620007,Food
226532005,255620007,Food
226533000,255620007,Food
226534006,255620007,Food
226535007,255620007,Food
226536008,255620007,Food
226537004,255620007,Food
226538009,255620007,Food
226539001,255620007,Food
226540004,255620007,Food
226541000,255620007,Food
226542007,255620007,Food
226543002,255620007,Food
226544008,255620007,Food
226546005,255620007,Food
226547001,255620007,Food
226548006,255620007,Food
226549003,255620007,Food
226550003,255620007,Food
226551004,255620007,Food
226552006,418504009,Food
226553001,255620007,Food
226554007,255620007,Food
226555008,255620007,Food
226556009,255620007,Food
226557000,255620007,Food
226558005,255620007,Food
226559002,255620007,Food
226560007,255620007,Food
226561006,255620007,Food
226562004,255620007,Food
226563009,255620007,Food
226564003,255620007,Food
226565002,255620007,Food
226566001,255620007,Food
226567005,255620007,Food
226568000,255620007,Food
226569008,255620007,Food
226570009,255620007,Food
226571008,255620007,Food
226572001,255620007,Food
226574000,255620007,Food
226575004,255620007,Food
226576003,255620007,Food
226577007,255620007,Food
226578002,255620007,Food
226579005,255620007,Food
226580008,255620007,Food
226581007,255620007,Food
226582000,255620007,Food
226583005,255620007,Food
226584004,255620007,Food
226585003,255620007,Food
226587006,255620007,Food
226589009,255620007,Food
226590000,255620007,Food
226592008,255620007,Food
226593003,255620007,Food
226595005,255620007,Food
226596006,255620007,Food
226597002,255620007,Food
226598007,255620007,Food
226601002,255620007,Food
226604005,255620007,Food
226611009,255620007,Food
226612002,255620007,Food
226613007,255620007,Food
226614001,255620007,Food
226616004,418504009,Food
226617008,255620007,Food
226618003,255620007,Food
226619006,255620007,Food
226620000,255620007,Food
226621001,255620007,Food
226622008,255620007,Food
226639005,255620007,Food
226640007,255620007,Food
226641006,255620007,Food
226642004,255620007,Food
226643009,255620007,Food
226644003,255620007,Food
226645002,255620007,Food
226647005,255620007,Food
226648000,255620007,Food
226649008,255620007,Food
226650008,255620007,Food
226651007,255620007,Food
226652000,255620007,Food
226653005,255620007,Food
226654004,255620007,Food
226655003,255620007,Food
226656002,255620007,Food
226657006,255620007,Food
226658001,255620007,Food
226659009,255620007,Food
226660004,255620007,Food
226661000,255620007,Food
226662007,255620007,Food
226663002,255620007,Food
226664008,255620007,Food
226665009,255620007,Food
226666005,255620007,Food
226667001,255620007,Food
226668006,255620007,Food
226669003,255620007,Food
226670002,255620007,Food
226671003,255620007,Food
226672005,255620007,Food
226673000,255620007,Food
226674006,255620007,Food
226675007,255620007,Food
226676008,255620007,Food
226677004,255620007,Food
226678009,255620007,Food
226679001,255620007,Food
226680003,255620007,Food
226681004,255620007,Food
226682006,255620007,Food
226683001,255620007,Food
226684007,255620007,Food
226685008,255620007,Food
226686009,255620007,Food
226687000,255620007,Food
226688005,255620007,Food
226689002,255620007,Food
226690006,255620007,Food
226691005,255620007,Food
226692003,255620007,Food
226693008,255620007,Food
226694002,255620007,Food
226695001,255620007,Food
226697009,255620007,Food
226699007,255620007,Food
226700008,255620007,Food
226701007,255620007,Food
226702000,255620007,Food
226703005,255620007,Food
226704004,255620007,Food
226705003,255620007,Food
226706002,255620007,Food
226707006,255620007,Food
226708001,255620007,Food
226709009,255620007,Food
226710004,255620007,Food
226711000,255620007,Food
226712007,255620007,Food
226713002,255620007,Food
226714008,255620007,Food
226715009,255620007,Food
226716005,255620007,Food
226717001,255620007,Food
226718006,255620007,Food
226719003,255620007,Food
226720009,255620007,Food
226721008,255620007,Food
226722001,255620007,Food
226723006,255620007,Food
226724000,255620007,Food
226725004,418504009,Food
226726003,255620007,Food
226727007,255620007,Food
226728002,255620007,Food
226729005,255620007,Food
226730000,255620007,Food
226731001,255620007,Food
226732008,255620007,Food
226733003,255620007,Food
226734009,255620007,Food
226735005,255620007,Food
226736006,102263004,Food
226737002,255620007,Food
226738007,255620007,Food
226739004,255620007,Food
226740002,255620007,Food
226741003,255620007,Food
226742005,255620007,Food
226743000,255620007,Food
226744006,255620007,Food
226745007,255620007,Food
226746008,255620007,Food
226747004,255620007,Food
226748009,255620007,Food
226749001,255620007,Food
226750001,255620007,Food
226751002,255620007,Food
226752009,255620007,Food
226753004,255620007,Food
226754005,255620007,Food
226755006,255620007,Food
226756007,255620007,Food
226757003,255620007,Food
226758008,255620007,Food
226759000,255620007,Food
226761009,255620007,Food
226762002,255620007,Food
226763007,255620007,Food
226764001,255620007,Food
226765000,255620007,Food
226766004,255620007,Food
226767008,255620007,Food
226768003,255620007,Food
226769006,255620007,Food
226770007,255620007,Food
226771006,255620007,Food
226774003,255620007,Food
226775002,255620007,Food
226776001,255620007,Food
226777005,255620007,Food
226778000,255620007,Food
226779008,255620007,Food
226780006,255620007,Food
226781005,256355007,Drug Ingredient
226782003,255620007,Food
226783008,255620007,Food
226784002,255620007,Food
226785001,255620007,Food
226786000,255620007,Food
226787009,255620007,Food
226788004,255620007,Food
226789007,255620007,Food
226790003,255620007,Food
226791004,255620007,Food
226793001,256355007,Drug Ingredient
226795008,255620007,Food
226796009,255620007,Food
226797000,255620007,Food
226798005,255620007,Food
226799002,255620007,Food
226800003,255620007,Food
226801004,255620007,Food
226802006,255620007,Food
226803001,255620007,Food
226805008,255620007,Food
226808005,255620007,Food
226809002,255620007,Food
226810007,255620007,Food
226811006,255620007,Food
226812004,255620007,Food
226813009,255620007,Food
226814003,255620007,Food
226815002,255620007,Food
226816001,255620007,Food
226817005,255620007,Food
226818000,255620007,Food
226819008,255620007,Food
226820002,255620007,Food
226821003,255620007,Food
226822005,255620007,Food
226823000,255620007,Food
226824006,255620007,Food
226825007,255620007,Food
226826008,255620007,Food
226827004,255620007,Food
226828009,255620007,Food
226829001,255620007,Food
226830006,255620007,Food
226831005,255620007,Food
226832003,255620007,Food
226834002,255620007,Food
226835001,255620007,Food
226836000,255620007,Food
226837009,255620007,Food
226838004,255620007,Food
226839007,255620007,Food
226840009,255620007,Food
226841008,255620007,Food
226842001,256355007,Drug Ingredient
226843006,255620007,Food
226844000,255620007,Food
226845004,255620007,Food
226846003,255620007,Food
226847007,255620007,Food
226848002,255620007,Food
226849005,255620007,Food
226850005,255620007,Food
226851009,255620007,Food
226852002,255620007,Food
226853007,255620007,Food
226854001,255620007,Food
226855000,255620007,Food
226856004,255620007,Food
226857008,255620007,Food
226858003,255620007,Food
226859006,255620007,Food
226860001,255620007,Food
226861002,255620007,Food
226862009,255620007,Food
226863004,255620007,Food
226864005,255620007,Food
226865006,255620007,Food
226866007,255620007,Food
226867003,255620007,Food
226868008,255620007,Food
226869000,255620007,Food
226870004,255620007,Food
226871000,255620007,Food
226872007,255620007,Food
226873002,255620007,Food
226874008,255620007,Food
226875009,13577000,Food
226876005,255620007,Food
226877001,255620007,Food
226878006,255620007,Food
226879003,255620007,Food
226880000,256355007,Drug Ingredient
226881001,102263004,Food
226882008,102263004,Food
226883003,102263004,Food
226884009,102263004,Food
226885005,102263004,Food
226886006,102263004,Food
226887002,255620007,Food
226888007,255620007,Food
226889004,255620007,Food
226890008,255620007,Food
226891007,255620007,Food
226892000,255620007,Food
226894004,255620007,Food
226895003,255620007,Food
226896002,255620007,Food
226897006,255620007,Food
226898001,255620007,Food
226899009,255620007,Food
226900004,255620007,Food
226901000,255620007,Food
226902007,255620007,Food
226903002,255620007,Food
226904008,21847005,Drug
226907001,21847005,Drug
226908006,21847005,Drug
226909003,21847005,Drug
226910008,21847005,Drug
226912000,21847005,Drug
226913005,21847005,Drug
226914004,21847005,Drug
226915003,255620007,Food
226916002,226916002,Food
226917006,226916002,Food
226918001,226916002,Food
226919009,226916002,Food
226920003,226916002,Food
226921004,226916002,Food
226922006,226916002,Food
226923001,226916002,Food
226924007,226916002,Food
226925008,226916002,Food
226926009,226916002,Food
226927000,226916002,Food
226928005,226934003,Food
226929002,226934003,Food
226930007,226934003,Food
226931006,226934003,Food
226932004,226934003,Food
226933009,226934003,Food
226934003,226934003,Food
226935002,226934003,Food
226936001,226934003,Food
226937005,226934003,Food
226938000,226934003,Food
226939008,226934003,Food
226940005,226934003,Food
226941009,226934003,Food
226942002,226942002,Food
226943007,226942002,Food
226944001,226942002,Food
226945000,226942002,Food
226946004,226942002,Food
226947008,226942002,Food
226948003,226942002,Food
226949006,226942002,Food
226950006,226942002,Food
226951005,226942002,Food
226952003,226916002,Food
226953008,226916002,Food
226954002,226916002,Food
226955001,226955001,Food
226956000,226955001,Food
226957009,226955001,Food
226958004,226955001,Food
226959007,226955001,Food
226960002,226955001,Food
226961003,226955001,Food
226962005,226955001,Food
226963000,255620007,Food
226964006,255620007,Food
226965007,255620007,Food
226966008,255620007,Food
226967004,255620007,Food
226968009,255620007,Food
226969001,255620007,Food
226970000,255620007,Food
226971001,255620007,Food
226972008,255620007,Food
226973003,255620007,Food
226974009,255620007,Food
226975005,255620007,Food
226976006,255620007,Food
226977002,255620007,Food
226978007,255620007,Food
226979004,255620007,Food
226980001,255620007,Food
226981002,255620007,Food
226982009,255620007,Food
226983004,255620007,Food
226984005,255620007,Food
226985006,255620007,Food
226987003,255620007,Food
226988008,255620007,Food
226989000,255620007,Food
226990009,255620007,Food
226991008,255620007,Food
226992001,255620007,Food
226993006,255620007,Food
226994000,255620007,Food
226995004,255620007,Food
226996003,255620007,Food
226997007,255620007,Food
226998002,255620007,Food
226999005,255620007,Food
227000008,255620007,Food
227001007,255620007,Food
227002000,255620007,Food
227003005,255620007,Food
227004004,255620007,Food
227005003,255620007,Food
227006002,255620007,Food
227007006,255620007,Food
227008001,255620007,Food
227009009,255620007,Food
227010004,255620007,Food
227011000,255620007,Food
227012007,255620007,Food
227013002,255620007,Food
227014008,255620007,Food
227015009,255620007,Food
227016005,255620007,Food
227017001,255620007,Food
227018006,255620007,Food
227019003,255620007,Food
227020009,255620007,Food
227021008,255620007,Food
227022001,255620007,Food
227023006,255620007,Food
227024000,255620007,Food
227025004,255620007,Food
227026003,255620007,Food
227027007,255620007,Food
227028002,255620007,Food
227029005,255620007,Food
227030000,255620007,Food
227031001,255620007,Food
227032008,255620007,Food
227033003,255620007,Food
227034009,255620007,Food
227036006,255620007,Food
227038007,735971005,Drug Ingredient
227040002,735971005,Drug Ingredient
227041003,735971005,Drug Ingredient
227042005,735971005,Drug Ingredient
227044006,735971005,Drug Ingredient
227045007,735971005,Drug Ingredient
227046008,735971005,Drug Ingredient
227047004,735971005,Drug Ingredient
227048009,735971005,Drug Ingredient
227049001,735971005,Drug Ingredient
227050001,735971005,Drug Ingredient
227051002,735971005,Drug Ingredient
227052009,735971005,Drug Ingredient
227053004,735971005,Drug Ingredient
227054005,735971005,Drug Ingredient
227055006,735971005,Drug Ingredient
227058008,735971005,Drug Ingredient
227060005,735971005,Drug Ingredient
227061009,735971005,Drug Ingredient
227062002,735971005,Drug Ingredient
227063007,735971005,Drug Ingredient
227064001,735971005,Drug Ingredient
227065000,735971005,Drug Ingredient
227066004,735971005,Drug Ingredient
227067008,735971005,Drug Ingredient
227068003,735971005,Drug Ingredient
227069006,735971005,Drug Ingredient
227070007,735971005,Drug Ingredient
227071006,735971005,Drug Ingredient
227072004,735971005,Drug Ingredient
227073009,735971005,Drug Ingredient
227074003,735971005,Drug Ingredient
227075002,735971005,Drug Ingredient
227076001,735971005,Drug Ingredient
227078000,735971005,Drug Ingredient
227080006,735971005,Drug Ingredient
227081005,735971005,Drug Ingredient
227083008,735971005,Drug Ingredient
227084002,735971005,Drug Ingredient
227085001,735971005,Drug Ingredient
227086000,735971005,Drug Ingredient
227087009,735971005,Drug Ingredient
227088004,735971005,Drug Ingredient
227089007,735971005,Drug Ingredient
227092006,735971005,Drug Ingredient
227093001,735971005,Drug Ingredient
227096009,735971005,Drug Ingredient
227097000,735971005,Drug Ingredient
227098005,735971005,Drug Ingredient
227099002,735971005,Drug Ingredient
227101009,735971005,Drug Ingredient
227103007,735971005,Drug Ingredient
227104001,735971005,Drug Ingredient
227105000,735971005,Drug Ingredient
227106004,735971005,Drug Ingredient
227107008,735971005,Drug Ingredient
227108003,735971005,Drug Ingredient
227109006,735971005,Drug Ingredient
227110001,735971005,Drug Ingredient
227111002,735971005,Drug Ingredient
227114005,735971005,Drug Ingredient
227115006,735971005,Drug Ingredient
227116007,735971005,Drug Ingredient
227117003,735971005,Drug Ingredient
227118008,735971005,Drug Ingredient
227119000,735971005,Drug Ingredient
227120006,735971005,Drug Ingredient
227121005,735971005,Drug Ingredient
227122003,735971005,Drug Ingredient
227123008,735971005,Drug Ingredient
227124002,735971005,Drug Ingredient
227126000,735971005,Drug Ingredient
227127009,735971005,Drug Ingredient
227128004,735971005,Drug Ingredient
227129007,735971005,Drug Ingredient
227130002,735971005,Drug Ingredient
227131003,735971005,Drug Ingredient
227132005,735009005,Food
227133000,735009005,Food
227134006,735009005,Food
227135007,735009005,Food
227136008,227136008,Food
227137004,227136008,Food
227138009,227136008,Food
227139001,735971005,Drug Ingredient
227141000,735971005,Drug Ingredient
227142007,735971005,Drug Ingredient
227143002,735971005,Drug Ingredient
227144008,227144008,Food
227145009,735971005,Drug Ingredient
227147001,735029006,Food
227148006,735029006,Food
227150003,735029006,Food
227151004,735029006,Food
227152006,735029006,Food
227153001,735029006,Food
227154007,735029006,Food
227155008,735029006,Food
227156009,735029006,Food
227157000,735029006,Food
227158005,735029006,Food
227159002,735029006,Food
227160007,735029006,Food
227164003,735029006,Food
227165002,735029006,Food
227167005,735029006,Food
227168000,735029006,Food
227169008,735029006,Food
227170009,735971005,Drug Ingredient
227171008,735971005,Drug Ingredient
227172001,735971005,Drug Ingredient
227173006,735971005,Drug Ingredient
227174000,735971005,Drug Ingredient
227175004,735971005,Drug Ingredient
227176003,735971005,Drug Ingredient
227177007,735971005,Drug Ingredient
227178002,735971005,Drug Ingredient
227179005,735971005,Drug Ingredient
227180008,735971005,Drug Ingredient
227181007,735971005,Drug Ingredient
227182000,735971005,Drug Ingredient
227183005,735971005,Drug Ingredient
227184004,735971005,Drug Ingredient
227185003,735971005,Drug Ingredient
227186002,735971005,Drug Ingredient
227187006,735971005,Drug Ingredient
227188001,735971005,Drug Ingredient
227189009,735971005,Drug Ingredient
227190000,735971005,Drug Ingredient
227191001,735971005,Drug Ingredient
227193003,735971005,Drug Ingredient
227194009,735971005,Drug Ingredient
227195005,735971005,Drug Ingredient
227196006,735971005,Drug Ingredient
227197002,735029006,Food
227198007,735971005,Drug Ingredient
227199004,735971005,Drug Ingredient
227200001,735009005,Food
227201002,227136008,Food
227202009,227136008,Food
227203004,227136008,Food
227204005,227144008,Food
227205006,227144008,Food
227206007,735029006,Food
227207003,735029006,Food
227208008,735029006,Food
227209000,735029006,Food
227210005,255620007,Food
227212002,255620007,Food
227213007,255620007,Food
227214001,255620007,Food
227215000,227215000,Drug Ingredient
227216004,227215000,Drug Ingredient
227217008,227215000,Drug Ingredient
227218003,255620007,Food
227219006,255620007,Food
227220000,255620007,Food
227221001,255620007,Food
227225005,255620007,Food
227226006,255620007,Food
227227002,255620007,Food
227228007,255620007,Food
227229004,255620007,Food
227230009,255620007,Food
227231008,255620007,Food
227232001,255620007,Food
227233006,255620007,Food
227234000,255620007,Food
227235004,255620007,Food
227236003,255620007,Food
227238002,255620007,Food
227239005,255620007,Food
227240007,255620007,Food
227242004,255620007,Food
227244003,255620007,Food
227245002,255620007,Food
227247005,255620007,Food
227249008,255620007,Food
227250008,255620007,Food
227251007,255620007,Food
227253005,255620007,Food
227254004,255620007,Food
227255003,255620007,Food
227258001,255620007,Food
227259009,255620007,Food
227260004,255620007,Food
227261000,255620007,Food
227262007,255620007,Food
227263002,255620007,Food
227264008,255620007,Food
227265009,255620007,Food
227266005,255620007,Food
227268006,255620007,Food
227269003,255620007,Food
227270002,255620007,Food
227271003,255620007,Food
227272005,255620007,Food
227273000,255620007,Food
227274006,734881000,Food
227275007,255620007,Food
227276008,255620007,Food
227277004,255620007,Food
227279001,255620007,Food
227280003,255620007,Food
227281004,255620007,Food
227282006,255620007,Food
227283001,255620007,Food
227284007,255620007,Food
227285008,255620007,Food
227286009,255620007,Food
227287000,255620007,Food
227288005,255620007,Food
227289002,255620007,Food
227290006,255620007,Food
227291005,255620007,Food
227292003,255620007,Food
227294002,255620007,Food
227295001,255620007,Food
227296000,255620007,Food
227297009,255620007,Food
227298004,255620007,Food
227299007,255620007,Food
227300004,255620007,Food
227301000,255620007,Food
227302007,255620007,Food
227303002,255620007,Food
227304008,255620007,Food
227305009,255620007,Food
227306005,255620007,Food
227307001,255620007,Food
227308006,255620007,Food
227309003,255620007,Food
227310008,255620007,Food
227311007,255620007,Food
227312000,255620007,Food
227313005,255620007,Food
227314004,255620007,Food
227315003,255620007,Food
227316002,255620007,Food
227317006,255620007,Food
227318001,255620007,Food
227319009,255620007,Food
227320003,255620007,Food
227321004,255620007,Food
227322006,255620007,Food
227323001,255620007,Food
227324007,255620007,Food
227325008,255620007,Food
227326009,255620007,Food
227327000,255620007,Food
227328005,255620007,Food
227329002,255620007,Food
227330007,255620007,Food
227331006,255620007,Food
227332004,255620007,Food
227333009,255620007,Food
227334003,255620007,Food
227335002,255620007,Food
227336001,255620007,Food
227337005,255620007,Food
227338000,255620007,Food
227339008,255620007,Food
227340005,255620007,Food
227341009,255620007,Food
227342002,255620007,Food
227343007,255620007,Food
227345000,255620007,Food
227346004,227346004,Food
227347008,255620007,Food
227348003,227348003,Food
227349006,255620007,Food
227350006,255620007,Food
227351005,255620007,Food
227352003,255620007,Food
227353008,227353008,Food
227354002,255620007,Food
227355001,255620007,Food
227356000,255620007,Food
227357009,255620007,Food
227358004,255620007,Food
227359007,255620007,Food
227360002,255620007,Food
227361003,255620007,Food
227362005,255620007,Food
227363000,255620007,Food
227364006,255620007,Food
227365007,256355007,Drug Ingredient
227366008,256355007,Drug Ingredient
227367004,256355007,Drug Ingredient
227368009,256355007,Drug Ingredient
227369001,260184002,Food
227370000,260184002,Food
227371001,260184002,Food
227372008,260184002,Food
227373003,260184002,Food
227374009,255620007,Food
227375005,255620007,Food
227376006,227376006,Drug Ingredient
227377002,255620007,Food
227379004,255620007,Food
227380001,255620007,Food
227381002,227381002,Drug Ingredient
227383004,227383004,Drug Ingredient
227384005,255620007,Food
227385006,255620007,Food
227386007,255620007,Food
227387003,255620007,Food
227388008,227388008,Drug
227389000,227389000,Drug Ingredient
227390009,255620007,Food
227391008,255620007,Food
227392001,255620007,Food
227393006,255620007,Food
227395004,255620007,Food
227396003,255620007,Food
227397007,227397007,Drug Ingredient
227398002,255620007,Food
227399005,255620007,Food
227401004,227400003,Drug Ingredient
227402006,227400003,Drug Ingredient
227403001,255620007,Food
227404007,255620007,Food
227405008,255620007,Food
227406009,255620007,Food
227407000,255620007,Food
227408005,255620007,Food
227409002,255620007,Food
227410007,255620007,Food
227411006,255620007,Food
227412004,255620007,Food
227414003,255620007,Food
227415002,255620007,Food
227416001,255620007,Food
227417005,255620007,Food
227418000,255620007,Food
227419008,255620007,Food
227420002,255620007,Food
227422005,255620007,Food
227423000,255620007,Food
227424006,422164008,Drug Ingredient
227425007,227425007,Drug Ingredient
227426008,255620007,Food
227427004,255620007,Food
227428009,255620007,Food
227429001,255620007,Food
227430006,102259006,Drug Ingredient
227431005,255620007,Food
227432003,255620007,Food
227433008,255620007,Food
227434002,255620007,Food
227435001,255620007,Food
227436000,255620007,Food
227437009,255620007,Food
227438004,255620007,Food
227439007,255620007,Food
227441008,255620007,Food
227442001,255620007,Food
227443006,255620007,Food
227444000,227444000,Drug Ingredient
227445004,255620007,Food
227446003,255620007,Food
227447007,255620007,Food
227448002,255620007,Food
227449005,255620007,Food
227450005,255620007,Food
227451009,255620007,Food
227452002,255620007,Food
227453007,255620007,Food
227454001,255620007,Food
227455000,255620007,Food
227456004,255620007,Food
227457008,255620007,Food
227458003,255620007,Food
227459006,255620007,Food
227460001,255620007,Food
227461002,255620007,Food
227462009,255620007,Food
227463004,255620007,Food
227464005,255620007,Food
227465006,255620007,Food
227466007,255620007,Food
227467003,255620007,Food
227468008,255620007,Food
227469000,255620007,Food
227470004,255620007,Food
227471000,255620007,Food
227472007,255620007,Food
227473002,255620007,Food
227474008,255620007,Food
227475009,255620007,Food
227476005,255620007,Food
227477001,255620007,Food
227478006,255620007,Food
227479003,255620007,Food
227480000,255620007,Food
227481001,255620007,Food
227482008,255620007,Food
227483003,255620007,Food
227484009,255620007,Food
227485005,255620007,Food
227486006,255620007,Food
227487002,255620007,Food
227488007,255620007,Food
227489004,255620007,Food
227490008,13577000,Food
227491007,13577000,Food
227492000,255620007,Food
227493005,227493005,Food
227495003,227493005,Food
227496002,255620007,Food
227497006,255620007,Food
227498001,255620007,Food
227499009,255620007,Food
227500000,255620007,Food
227501001,227501001,Food
227502008,256350002,Drug Ingredient
227503003,256350002,Drug Ingredient
